review_text,rating,len_char,len_word,tokens_clean,clean_text
"Belobog arc 5 ⭐ great from beginning to end. Lofu arc 3 ⭐ story unfinished but ok so far. Penacony arc 2 ⭐ good start, bad middle, good end, horrible epilogue full of singing brain rot monkeys. Amphoreus arc 1⭐ mediocre start, long painful middle repeating the same story over and over. ending good. epilogue dumb. additionally this arc had endless problems throughout all its patches. Regardless of reason whether it be greed or politics they gave an awful experience and continues to do so.",1,492,85,"['belobog', 'arc', 'great', 'begin', 'end', 'lofu', 'arc', 'story', 'unfinished', 'ok', 'far', 'penacony', 'arc', 'good', 'start', 'bad', 'middle', 'good', 'end', 'horrible', 'epilogue', 'full', 'singing', 'brain', 'rot', 'monkey', 'amphoreus', 'arc', 'mediocre', 'start', 'long', 'painful', 'middle', 'repeat', 'story', 'end', 'good', 'epilogue', 'dumb', 'additionally', 'arc', 'endless', 'problem', 'throughout', 'patch', 'regardless', 'reason', 'whether', 'greed', 'politics', 'give', 'awful', 'experience', 'continue']",belobog arc great begin end lofu arc story unfinished ok far penacony arc good start bad middle good end horrible epilogue full singing brain rot monkey amphoreus arc mediocre start long painful middle repeat story end good epilogue dumb additionally arc endless problem throughout patch regardless reason whether greed politics give awful experience continue
i love this game but can't you guys idk maybe compress the files for us mobile users like what wuthering waves and genshin impact did because id like an option to just download like 20 gb instead of 40 gb,2,204,40,"['love', 'game', 'not', 'guys', 'idk', 'maybe', 'compress', 'file', 'u', 'mobile', 'user', 'like', 'wuthering', 'wave', 'impact', 'id', 'like', 'option', 'download', 'like', '20', 'gb', 'instead', '40', 'gb']",love game not guys idk maybe compress file u mobile user like wuthering wave impact id like option download like 20 gb instead 40 gb
The level of greed is actually disgusting,1,41,7,"['level', 'greed', 'actually', 'disgust']",level greed actually disgust
"cyrene kit bad, pls fix.",1,24,5,"['cyrene', 'kit', 'bad', 'pls', 'fix']",cyrene kit bad pls fix
"Consecutively losing 50/50 10 times in a row is not fun. Seems like rates have been tailored to be on the losing end as of recent. Please include systems like ""capturing radiance"" of Genshin. I'm tired of saving for a long time, skipping multiple banners only to lose everytime on the characters I want.",1,303,54,"['consecutively', 'lose', '50', '50', '10', 'time', 'row', 'not', 'fun', 'seem', 'like', 'rate', 'tailor', 'losing', 'end', 'recent', 'please', 'include', 'system', 'like', 'capture', 'radiance', 'tire', 'save', 'long', 'skip', 'multiple', 'banner', 'lose', 'everytime', 'character', 'want']",consecutively lose 50 50 10 time row not fun seem like rate tailor losing end recent please include system like capture radiance tire save long skip multiple banner lose everytime character want
It used to be good but now its just extremely underhanded and predatory. The only people who still play are people who are older players because it feels like we've been trapped into it,1,185,34,"['use', 'good', 'extremely', 'underhanded', 'predatory', 'people', 'still', 'people', 'older', 'feel', 'like', 'trapped']",use good extremely underhanded predatory people still people older feel like trapped
"damn it.. chaning my review again from 1 star (as I lost 50/50) to 5 star, as 3.7 was peak cinema 🙌",5,99,22,"['damn', 'chaning', 'review', 'lose', '50', '50', 'peak', 'cinema']",damn chaning review lose 50 50 peak cinema
Only played up to partway through Penacony and the story is pretty fun. It does fall into the typical of gacha being pushed so the strongest chars are always the new ones. So there will come a time where you can't beat the final 1/2 bosses of grinding/event stages (not story) because you haven't whaled on all the new chars. Biggest issue is updating the game downloads the entire game again before replacing the files and deletin the old. Means you always need 2x the space to be able to update.,3,497,91,"['partway', 'penacony', 'story', 'pretty', 'fun', 'fall', 'typical', 'gacha', 'push', 'strong', 'char', 'always', 'new', 'one', 'come', 'not', 'beat', 'final', 'boss', 'grind', 'event', 'stage', 'not', 'story', 'whale', 'new', 'char', 'big', 'issue', 'update', 'game', 'downloads', 'entire', 'game', 'replace', 'file', 'deletin', 'old', 'mean', 'always', 'need', '2x', 'space', 'able', 'update']",partway penacony story pretty fun fall typical gacha push strong char always new one come not beat final boss grind event stage not story whale new char big issue update game downloads entire game replace file deletin old mean always need 2x space able update
this game has become bad.,4,25,5,"['game', 'become', 'bad']",game become bad
"Not free to play friendly game, when every unit needs their signature weapon to function, stopped releassing 4 star character, Stopped giving 4 star weapon as alternative of the limited one, even on their own guide if you don't have the limited weapon, they tell you to use another limited one lol, content extremely restricted on what team you need, if you don't have X team gg you can't clear it. Hoyo will never stopped being greedy while being a billionaire company",1,469,82,"['not', 'free', 'friendly', 'game', 'every', 'unit', 'need', 'signature', 'weapon', 'function', 'stop', 'releassing', 'character', 'stop', 'give', 'weapon', 'alternative', 'limit', 'one', 'even', 'guide', 'not', 'limited', 'weapon', 'tell', 'use', 'another', 'limit', 'one', 'lol', 'extremely', 'restrict', 'team', 'need', 'not', 'team', 'gg', 'not', 'clear', 'never', 'stop', 'greedy', 'billionaire', 'company']",not free friendly game every unit need signature weapon function stop releassing character stop give weapon alternative limit one even guide not limited weapon tell use another limit one lol extremely restrict team need not team gg not clear never stop greedy billionaire company
"I absolutely adore this game for a multitude of reasons, but I will say that the devs are getting greedy. Older characters have been powecrept so quickly there's no point in bringing them to any new combat content. There is also a huge lack of 4 stars. Parts of character kits are starting to be locked behind constellations when they should be included at E0. Overall I'm deeply concerned that the game I love is going to end up soulless and greedy. Star rail has so much going for it.",3,486,90,"['absolutely', 'adore', 'game', 'multitude', 'reason', 'say', 'devs', 'get', 'greedy', 'old', 'character', 'powecrept', 'quickly', 'no', 'point', 'bring', 'new', 'combat', 'also', 'huge', 'lack', 'star', 'part', 'character', 'kit', 'start', 'lock', 'behind', 'constellation', 'include', 'eidolon_0', 'overall', 'deeply', 'concerned', 'game', 'love', 'go', 'end', 'soulless', 'greedy', 'much', 'go']",absolutely adore game multitude reason say devs get greedy old character powecrept quickly no point bring new combat also huge lack star part character kit start lock behind constellation include eidolon_0 overall deeply concerned game love go end soulless greedy much go
game dosen't even need 4 stars anymore cuz of hp inflation and powercreep.,1,74,13,"['game', 'dosen', 'even', 'need', 'star', 'anymore', 'cuz', 'health', 'inflation', 'powercreep']",game dosen even need star anymore cuz health inflation powercreep
"The good: Weird, philosophical storytelling. Good music. Doesn't mind letting its characters be goofy, especially in event stories. Excellent animations. Voice acting is generally good. The bad: The higher tiers of the end-game modes Memory of Chaos and Apocalyse may become inaccessible for free to play and light spenders. More archetypes are being released, so building a specific team may take a long time with the rotating banner. Gear grind gets old. Way more predatory tactics with 3.7 release",2,500,79,"['good', 'weird', 'philosophical', 'storytelling', 'good', 'music', 'not', 'mind', 'let', 'character', 'goofy', 'especially', 'event', 'story', 'excellent', 'animation', 'voice', 'act', 'generally', 'good', 'bad', 'high', 'tier', 'end', 'game', 'mode', 'memory', 'chaos', 'apocalyse', 'may', 'become', 'inaccessible', 'free', 'light', 'spender', 'archetypes', 'release', 'building', 'specific', 'team', 'may', 'take', 'long', 'rotating', 'banner', 'gear', 'grind', 'get', 'old', 'way', 'predatory', 'tactic', 'release']",good weird philosophical storytelling good music not mind let character goofy especially event story excellent animation voice act generally good bad high tier end game mode memory chaos apocalyse may become inaccessible free light spender archetypes release building specific team may take long rotating banner gear grind get old way predatory tactic release
$300 for a weapon skin that you may see for an hour and multiple characters need their second constillation to be functional story can be very hit or miss lots of times its 8 hrs of sleeping bs and abismal delivery. lore and a condensed version of the story phenomenal delivery absolute shite.,1,293,53,"['300', 'weapon', 'skin', 'may', 'see', 'hour', 'multiple', 'character', 'need', 'second', 'constillation', 'functional', 'story', 'hit', 'miss', 'lot', 'time', 'hrs', 'sleep', 'b', 'abismal', 'delivery', 'lore', 'condense', 'version', 'story', 'phenomenal', 'delivery', 'absolute', 'shite']",300 weapon skin may see hour multiple character need second constillation functional story hit miss lot time hrs sleep b abismal delivery lore condense version story phenomenal delivery absolute shite
dont bother,1,11,2,"['not', 'bother']",not bother
this game is very good and you can f2p. These guys just got too spoiled that they want more than the average rewards that they give,5,131,26,"['game', 'good', 'free_to_play', 'guy', 'get', 'spoil', 'want', 'average', 'reward', 'give']",game good free_to_play guy get spoil want average reward give
"AMAZING, this game caters to you even if you stop playing for a while, you don't have to grind much and it's super fun. The gameplay is simple to catch onto and the characters designs are on point. VERY f2p friendly!",5,216,41,"['amazing', 'game', 'caters', 'even', 'stop', 'not', 'grind', 'much', 'super', 'fun', 'gameplay', 'simple', 'catch', 'onto', 'character', 'design', 'point', 'free_to_play', 'friendly']",amazing game caters even stop not grind much super fun gameplay simple catch onto character design point free_to_play friendly
why is this game lowk greedy 🫩,1,30,7,"['game', 'lowk', 'greedy']",game lowk greedy
"Game has gone super downhill coming from a player since launch. Characters rotating out of the meta faster than the seasons are changing, endgame content enemy health bars are only inflating more and more every patch making my older characters unusable, really bad monetisation and zero new 4 star characters since Moze. Cyrene is almost the last nail in the coffin for me. a character that has to be E2 or is just unplayable. yeah the free stuff is cool but what's the point when it'll just rotate?",1,499,88,"['game', 'go', 'super', 'downhill', 'come', 'since', 'launch', 'character', 'rotate', 'meta', 'faster', 'season', 'change', 'endgame', 'enemy', 'health', 'bar', 'inflate', 'every', 'patch', 'make', 'old', 'character', 'unusable', 'really', 'bad', 'monetisation', 'zero', 'new', 'character', 'since', 'moze', 'cyrene', 'almost', 'last', 'nail', 'coffin', 'character', 'eidolon_2', 'unplayable', 'yeah', 'free', 'stuff', 'cool', 'point', 'rotate']",game go super downhill come since launch character rotate meta faster season change endgame enemy health bar inflate every patch make old character unusable really bad monetisation zero new character since moze cyrene almost last nail coffin character eidolon_2 unplayable yeah free stuff cool point rotate
