review_text,rating,review_date
hoyo did not want to waste cyrene E2 profit,1,2025-11-05 10:06:57
Don't play gen it's a waste of ur time.,1,2025-11-05 10:05:23
"Hsr gotta be my fav game even as an f2p player, but the game crashes before I can even do anything, it suddenly logs me off for no reason yet I'm pretty sure there's no problem with the resources. I can't even play a second peacefully, I gotta restart the game 15 times just to finish ONE quest. and it kicks me off battle pmo especially when I'm at the end of a boss fight...I hope this gets fixed..",5,2025-11-05 10:04:08
"great story and graphic, and easy to play for busy people (not including the end-game content). Just for info, every low star review either say abt powercreep or abt the game being 'money grubbing' while I do agree those things happening in-game, just relax. All games are like that so just focus on what make u happy when playing this game. No need to stress abt it unless u r a meta chaser. (man I'm such a liar the story are all depressing and angst yea but it's delicious)",5,2025-11-05 10:03:56
Recommended to play.,5,2025-11-05 10:02:14
no reason. I just hate this amphoreus story. heart warming you say?,1,2025-11-05 09:59:49
"I LOVE AMPHOREUS. PHAINON WILL ALIVE PHAINON IS ALIVE PLS PLS PLS I CAN'T DO THIS ANYMORE BRING BACK THE CHRYSOS HEIRS, I EVEN RATE 5 STAR FOR YOUR GAME I'M CRYING PLS DOUBLE THEIR PAIN AND GIVE IT TO LYGUS. OH PHAINON MY SHAYLAAAA",5,2025-11-05 09:52:44
I just...miss Anaxa and the other amphoreus members...,5,2025-11-05 09:52:32
cyrene sucks.... yeah that's it really,1,2025-11-05 09:51:13
"100/10 story ,music , visuals",5,2025-11-05 09:48:30
"Great game even if it does have some issues. The character designs and animations are great. The story is pretty long but that's because there is a lot to the story so I don't see why people complain about that, but there is a skip button. There is some power creep in the endgame modes but I don't think it's as bad as people say. I use what's considered the worst archetype (DoT) and still clear 99% of content. You don't have to 100% clear everything. There has been less events recently though",4,2025-11-05 09:47:39
"Powercreeping has been a well-known issue in this game for months now. Honestly, I’ve already given up complaining about it. Maybe a lot of people just want a character they can finally settle with since saving and pulling for new ones takes time and effort. But then, right when they get the character they worked so hard for, a random new release comes out and ends up being even stronger.",3,2025-11-05 09:42:40
This game is the most beautiful thing tht ever comes into my life!🔥🔥,5,2025-11-05 09:39:59
it has very good lore characters have unique battle and idle animations,5,2025-11-05 09:12:16
"Powercreep is too much i guess. HP inflation, the damage is unreasonably hurt, makes it difficult for F2P players to clear content or even the games itself.",3,2025-11-05 09:10:18
Most anticipated collaboration and fumbled so hard I quite the quit.,1,2025-11-05 09:09:49
"Powercreep is ridiculous, game is made for whales, story got a lot better and I'm still playing it. It is a great gacha game.",4,2025-11-05 09:03:15
"Hoyo butcher cyrene kit to became midrene that also not futureproof because chrysos heir lock. She's supposed to make CH unit more futureproof by buffing them, but the buff is so mid that it will probably powercreep so hard in the next patch",1,2025-11-05 09:02:26
Cyrene is Trash 🗑️🚮 please don't make anymore kits like Her,1,2025-11-05 09:02:03
"very good story, my favorite characters are blind, deleted and uh... the 3rd one seems fine I think...",5,2025-11-05 08:59:57
the game is good it's f2p friendly if played the game you can get most of characters since the gacha is good. but getting the light cone is kinda difficult tho.,5,2025-11-05 08:58:39
Love it,5,2025-11-05 08:57:59
"amazing for f2ps, even better for p2w. Getting stuff to get new characters is SO EASY! and its fun!",3,2025-11-05 08:56:21
because is super fun but my quality is bad but is a nevermind for me,5,2025-11-05 08:49:56
"extremely pay to win, and the company is very greedy. It's literally impossible to play as a free to play casual player. the story has gotten progressively worse, too.",1,2025-11-05 08:48:38
"Honkai: Greed Rail, this name suit this game better.",1,2025-11-05 08:40:02
"The story is really good and the graphics are just mwah,its the 3rd best game below Honkai Impact 3rd and Genshin.",5,2025-11-05 08:33:56
"mostly good, but the story is very lore heavy and depressing! also no 4 stars and men are rare (although its been a little better lately)",4,2025-11-05 08:31:24
"I've played this game since day one, and I hate where it is now. ridiculous amounts of powercreep, Amphoreus was and is being dragged on way too long, the fact that everything in the game revolves around what's meta is just diabolical. If you're going to have a fast paced meta game like hsr, at least continuously buff old characters. I'm sorry hsr, I've had enough",1,2025-11-05 08:30:21
is it too late to buff Cyrene?,1,2025-11-05 08:23:36
still hella fun! ive been playing since launch and im still hooked. there's literally a whole book to read in flavor text too.,5,2025-11-05 08:15:23
this is too peakkk,5,2025-11-05 08:14:03
RIP google classroom (and the chrysos heirs ig),5,2025-11-05 08:03:36
"This game is not fun at all, Powercreap issues and hp inflation are what broke this game, and now you guys are adding something like global passive? nah I'm outta here",5,2025-11-05 08:00:37
"Though this game shares the sketchy gambling practices of many other gacha games, its story telling is like no other. The lore of the game is very deep and is all interconnected, with seemingly no mistakes. The animations are gorgeous and each character has their own motifs. Would definitely recommend to players who love deep interconnected lore.",5,2025-11-05 07:42:14
"Veteran. Semi-casual player. Its a good turn based with a variety of optional tactics and play style. A lot of cool and pretty pcs, but the story brings them to a spectrum of tragedy or boring. Pick your poison, either way its a good game. Minus the gacha baits that are recently the annoying part.",4,2025-11-05 07:41:09
Best Hoyogame..Does not required dedicated time every single day to keep up with the progress,5,2025-11-05 07:38:02
"This game is amazing. amazing story, characters, stellar music. It is a gacha game though so if you're not into gacha probably don't play if you're are well enjoy.",5,2025-11-05 07:29:11
Very good character designs. Fun combat system.,5,2025-11-05 07:27:05
"need to improve the story telling like ,when character have dialogue to others give more cinematography and the emotion of expression and lot of gesture, don't like manikins that just standby there and just make 2 repeatable gesture please this game is great but the story telling is worse especially for the coming year 2025 or 2026",3,2025-11-05 07:24:02
"really feeling meh about Cyrene right now, the $300 skin which doesnt even really do a big change is terrible. and i feel like devs are pushing the Elysia=Cyrene thing too far, at least with her design.",2,2025-11-05 07:23:44
"the story is great but there's terrible powercreep and minimal events/gameplay to do outside of the endgame abyss rotations. Powercreep and carelessly made units are becoming way too common, and despite being a whale previously, I have stopped spending on the game as I cannot support the predatory character kits which have core components locked behind multiple copies of a character.",1,2025-11-05 07:15:45
Please do not turn HSR into 💩 thirst trap like ZZZ. We all know where HSR is going with the new characters like Cyrene and Constance 😔 And the story is starting to get 💩 too. Why kill a bunch of playable characters? Bro ran out of inspiration or something?,1,2025-11-05 07:12:15
"the storyline is amazing, never fail to amaze me with the lore. the characters' story is so well written. the graphic is amazing, especially the cutcscene. it's just that sometimes this game is too pay-to-win, and i kinda dislike the boring dialogue scene, but I'm glad they made a skip button.",5,2025-11-05 07:08:01
"Amazing game. 50/10. It may be an unpopular opinion, but the story and characters and lore are better than Genshin's",5,2025-11-05 07:02:26
literally one of my favorites honestly the other reviews here that are negative r from those who don't understand that black and white opinions can be lost,5,2025-11-05 07:00:44
"the only thing saving this is the amazing writing for a mobile game. I find myself reading dialogues and in-game lore and occurences, because it's just so interesting.",2,2025-11-05 06:53:37
